"","period","org_code","type","attendances","breaches","admissions"
"1862",2016-10-01,"RNA","1",8907,686,2510
"1863",2016-10-01,"RNA","other",6382,0,0
"1864",2016-10-01,"RQW","1",8666,1973,1646
"1865",2016-10-01,"RQW","other",25,0,0
"1866",2016-10-01,"RCX","1",5455,578,2060
"1867",2016-10-01,"RL4","1",11108,1468,2536
"1868",2016-10-01,"RL4","other",8228,15,0
"1869",2016-10-01,"RWD","1",12969,2416,3432
"1870",2016-10-01,"RRK","1",10075,2013,2775
"1871",2016-10-01,"RKB","1",12315,2369,4076
"1872",2016-10-01,"RKB","2",1785,21,92
"1873",2016-10-01,"RKB","other",2230,5,3
"1874",2016-10-01,"RWE","1",12514,4333,3688
"1875",2016-10-01,"RWE","2",1841,38,3
"1876",2016-10-01,"RWE","other",6115,68,257
"1877",2016-10-01,"RJE","1",15000,4731,4226
"1878",2016-10-01,"RJE","2",361,0,0
"1879",2016-10-01,"RJE","other",4811,9,0
"1880",2016-10-01,"RBK","1",6388,1921,1959
"1881",2016-10-01,"RBK","other",3703,7,0
"1882",2016-10-01,"ATQ02","other",3948,0,0
"1883",2016-10-01,"RWG","1",7949,2097,3040
"1884",2016-10-01,"RWG","other",4047,20,0
"1885",2016-10-01,"RGR","1",5814,806,2017
"1886",2016-10-01,"RWP","1",10269,3029,2804
"1887",2016-10-01,"RWP","other",5630,0,0
"1888",2016-10-01,"R1A","2",633,0,0
"1889",2016-10-01,"RLQ","1",4504,984,1002
"1890",2016-10-01,"RLQ","other",2993,0,0
"1891",2016-10-01,"REM","1",7184,2135,2197
"1892",2016-10-01,"REM","other",6828,0,0
"1893",2016-10-01,"RCF","1",4852,477,962
"1894",2016-10-01,"RBS","1",5259,259,1156
"1895",2016-10-01,"RFF","1",7097,484,2034
"1896",2016-10-01,"RXL","1",7794,1971,2127
"1897",2016-10-01,"RXL","other",9883,6,0
"1898",2016-10-01,"RMC","1",9655,1782,2350
"1899",2016-10-01,"RAE","1",11514,1722,2974
"1900",2016-10-01,"NNF09","other",1092,0,0
"1901",2016-10-01,"RY2","other",7726,123,0
"1902",2016-10-01,"RWY","1",12915,664,2746
"1903",2016-10-01,"NTP08","other",3977,4,0
"1904",2016-10-01,"RW3","1",13359,2120,3907
"1905",2016-10-01,"RW3","2",3682,10,178
"1906",2016-10-01,"RW3","other",9943,15,147
"1907",2016-10-01,"RLN","1",8078,839,2775
"1908",2016-10-01,"RLN","2",2244,9,26
"1909",2016-10-01,"RLN","other",2704,2,0
"1910",2016-10-01,"RJR","1",6394,1384,1612
"1911",2016-10-01,"RJR","other",746,4,0
"1912",2016-10-01,"RXP","1",11166,1353,3163
"1913",2016-10-01,"RXP","other",12650,0,0
"1914",2016-10-01,"RNN","other",1226,14,0
"1915",2016-10-01,"RP5","1",11372,999,3426
"1916",2016-10-01,"RP5","other",2542,0,374
"1917",2016-10-01,"RJN","1",4234,805,978
"1918",2016-10-01,"RJN","other",286,0,0
"1919",2016-10-01,"RXR","1",9761,2072,3320
"1920",2016-10-01,"RXR","other",5889,581,45
"1921",2016-10-01,"NNF28","other",364,0,0
"1922",2016-10-01,"RR7","1",7614,460,1682
"1923",2016-10-01,"RR7","other",2250,3,0
"1924",2016-10-01,"RCD","1",3968,237,922
"1925",2016-10-01,"RCD","other",903,0,0
"1926",2016-10-01,"RWA","1",11219,2584,1876
"1927",2016-10-01,"RWA","other",1305,0,0
"1928",2016-10-01,"RV9","other",1740,1,0
"1929",2016-10-01,"RXN","1",7676,2050,2048
"1930",2016-10-01,"RXN","other",3427,20,128
"1931",2016-10-01,"Y01231","other",2362,0,0
"1932",2016-10-01,"RR8","1",18780,3012,5086
"1933",2016-10-01,"RR8","other",2118,0,0
"1934",2016-10-01,"Y02875","other",3988,0,0
"1935",2016-10-01,"RY1","other",2288,0,0
"1936",2016-10-01,"REP","2",1152,18,119
"1937",2016-10-01,"Y01069","other",3275,0,0
"1938",2016-10-01,"RBT","1",5492,813,2025
"1939",2016-10-01,"RBT","other",2041,0,0
"1940",2016-10-01,"RXF","1",20172,3934,4555
"1941",2016-10-01,"RNL","1",8173,964,2098
"1942",2016-10-01,"RVW","1",5894,273,1542
"1943",2016-10-01,"RVW","other",1615,0,3
"1944",2016-10-01,"RTV","other",1861,0,0
"1945",2016-10-01,"NLO01","other",6152,14,0
"1946",2016-10-01,"RJL","1",11530,1484,2500
"1947",2016-10-01,"RJL","other",1590,3,0
"1948",2016-10-01,"RTF","1",14484,1083,3958
"1949",2016-10-01,"RTF","other",2122,3,0
"1950",2016-10-01,"RW6","1",22954,4862,4957
"1951",2016-10-01,"RW6","other",4158,123,141
"1952",2016-10-01,"RT2","other",4936,2,0
"1953",2016-10-01,"RQ6","1",8167,2252,2335
"1954",2016-10-01,"RQ6","2",1800,4,39
"1955",2016-10-01,"RQ6","other",10606,0,0
"1956",2016-10-01,"RM3","1",8922,1102,2869
"1957",2016-10-01,"RCU","1",5003,138,704
"1958",2016-10-01,"RHQ","1",9983,2623,2769
"1959",2016-10-01,"RHQ","2",1214,0,0
"1960",2016-10-01,"RHQ","other",7119,10,9
"1961",2016-10-01,"RTR","1",10797,796,2053
"1962",2016-10-01,"RTR","other",5358,0,23
"1963",2016-10-01,"RE9","1",5131,414,1286
"1964",2016-10-01,"RE9","other",637,3,0
"1965",2016-10-01,"RVY","1",6715,931,1975
"1966",2016-10-01,"RVY","other",5198,9,0
"1967",2016-10-01,"RBN","1",8845,2268,3370
"1968",2016-10-01,"RBN","other",5415,11,0
"1969",2016-10-01,"RWJ","1",8186,1832,2465
"1970",2016-10-01,"RMP","1",7394,1176,1779
"1971",2016-10-01,"RTD","1",11357,746,2325
"1972",2016-10-01,"RTD","2",1734,51,25
"1973",2016-10-01,"RTD","other",4640,0,1
"1974",2016-10-01,"RFR","1",6606,979,1412
"1975",2016-10-01,"RM2","1",8437,872,2592
"1976",2016-10-01,"RTX","1",7663,1170,2043
"1977",2016-10-01,"RTX","other",1869,36,111
"1978",2016-10-01,"RWW","1",6918,836,2815
"1979",2016-10-01,"RWW","other",3699,7,0
"1980",2016-10-01,"RY7","other",5579,7,0
"1981",2016-10-01,"RBL","1",8007,1152,2387
"1982",2016-10-01,"RBL","other",2107,9,0
"1983",2016-10-01,"AJN","other",1782,0,0
"1984",2016-10-01,"RRF","1",7896,1224,1805
"1985",2016-10-01,"RCB","1",9370,2374,3427
"1986",2016-10-01,"RCB","other",7121,24,0
"1987",2016-10-01,"RTK","1",8769,987,2074
"1988",2016-10-01,"RTK","other",1465,0,0
"1989",2016-10-01,"Y02688","other",3398,0,0
"1990",2016-10-01,"NQT10","other",3240,0,0
"1991",2016-10-01,"RWX","other",5123,0,0
"1992",2016-10-01,"Y04538","other",2988,11,0
"1993",2016-10-01,"RXH","1",13053,2444,3578
"1994",2016-10-01,"RXH","2",1024,0,27
"1995",2016-10-01,"NLW","other",5034,56,0
"1996",2016-10-01,"RXQ","1",7163,1171,2717
"1997",2016-10-01,"RXQ","2",1274,0,451
"1998",2016-10-01,"RXQ","other",3570,14,0
"1999",2016-10-01,"Y00058","other",2489,14,0
"2000",2016-10-01,"NLT02","other",1134,0,0
"2001",2016-10-01,"RJ8","other",9387,50,7
"2002",2016-10-01,"RN7","1",8670,1416,2513
"2003",2016-10-01,"RN7","other",1662,0,0
"2004",2016-10-01,"RBD","1",3763,251,1322
"2005",2016-10-01,"RDY","other",5553,7,3
"2006",2016-10-01,"RVV","1",12700,3703,3176
"2007",2016-10-01,"RVV","other",5323,27,1374
"2008",2016-10-01,"RXC","1",9396,2063,2619
"2009",2016-10-01,"RDU","1",20345,1047,6258
"2010",2016-10-01,"R1J","other",5834,22,2
"2011",2016-10-01,"RTE","1",11697,1633,3608
"2012",2016-10-01,"RN3","1",7240,1822,2439
"2013",2016-10-01,"RN3","other",5276,23,0
"2014",2016-10-01,"RN5","1",9278,863,2244
"2015",2016-10-01,"RN5","other",1189,0,0
"2016",2016-10-01,"NDA57","other",697,0,0
"2017",2016-10-01,"R1F","1",3400,819,825
"2018",2016-10-01,"R1F","other",1384,0,0
"2019",2016-10-01,"RYY","other",9727,5,0
"2020",2016-10-01,"NR5","other",3590,5,0
"2021",2016-10-01,"RWF","1",12047,1534,3464
"2022",2016-10-01,"RWF","other",1923,2,0
"2023",2016-10-01,"RPA","1",9656,1949,1939
"2024",2016-10-01,"RVJ","1",7515,1761,2567
"2025",2016-10-01,"RBZ","1",3915,509,1193
"2026",2016-10-01,"RBZ","other",5008,0,0
"2027",2016-10-01,"L83087","other",138,0,0
"2028",2016-10-01,"RNU","other",2758,78,0
"2029",2016-10-01,"RTH","1",11639,3469,3266
"2030",2016-10-01,"RTH","2",1647,0,74
"2031",2016-10-01,"NLX02","other",611,0,0
"2032",2016-10-01,"RK9","1",8475,1074,2960
"2033",2016-10-01,"RK9","2",240,1,0
"2034",2016-10-01,"RD3","1",5627,649,1725
"2035",2016-10-01,"RHU","1",9512,2923,3168
"2036",2016-10-01,"RHU","2",856,2,0
"2037",2016-10-01,"RHU","other",1808,4,7
"2038",2016-10-01,"RPC","other",911,4,37
"2039",2016-10-01,"RHW","1",9255,721,2915
"2040",2016-10-01,"RHW","2",1320,11,5
"2041",2016-10-01,"REF","1",5975,1735,2538
"2042",2016-10-01,"REF","other",1625,18,28
"2043",2016-10-01,"RH8","1",8612,795,1950
"2044",2016-10-01,"RH8","other",706,0,0
"2045",2016-10-01,"RA2","1",5934,810,2001
"2046",2016-10-01,"RD1","1",6160,610,2181
"2047",2016-10-01,"RD1","other",1078,15,99
"2048",2016-10-01,"RNZ","1",4028,326,1006
"2049",2016-10-01,"RNZ","2",305,0,0
"2050",2016-10-01,"Y02666","other",1386,0,0
"2051",2016-10-01,"RH5","other",7479,14,0
"2052",2016-10-01,"NTP11","other",4697,2,0
"2053",2016-10-01,"RW1","other",2320,12,8
"2054",2016-10-01,"NTPAD","other",4922,7,0
"2055",2016-10-01,"RTP","1",8347,386,2551
"2056",2016-10-01,"RDR","other",8713,139,0
"2057",2016-10-01,"RBA","1",5506,537,1687
"2058",2016-10-01,"AAH","other",196,0,0
"2059",2016-10-01,"RDZ","1",6452,360,1814
"2060",2016-10-01,"RDZ","2",1501,0,2
"2061",2016-10-01,"RA9","1",6153,408,2463
"2062",2016-10-01,"RA9","other",2836,0,0
"2063",2016-10-01,"RHM","1",8654,1130,3285
"2064",2016-10-01,"RHM","2",1551,11,17
"2065",2016-10-01,"RA7","1",9378,1888,2940
"2066",2016-10-01,"RA7","2",1908,37,13
"2067",2016-10-01,"RYR","1",11761,822,3325
"2068",2016-10-01,"RYR","other",986,6,0
"2069",2016-10-01,"RA3","1",4636,1331,1050
"2070",2016-10-01,"NDA56","other",2619,33,0
"2071",2016-10-01,"G82071","other",2081,0,0
"2072",2016-10-01,"NDA55","other",3152,18,0
"2073",2016-10-01,"NLX24","other",1413,14,0
"2074",2016-10-01,"RA4","1",3981,186,1083
"2075",2016-09-01,"RF4","1",19435,2141,4243
"2076",2016-09-01,"RF4","2",697,6,0
"2077",2016-09-01,"RF4","other",2432,0,0
"2078",2016-09-01,"R1H","1",28857,3879,6846
"2079",2016-09-01,"R1H","2",769,24,0
"2080",2016-09-01,"R1H","other",9842,56,0
"2081",2016-09-01,"AD913","other",4296,1,0
"2082",2016-09-01,"RYX","other",18729,74,0
"2083",2016-09-01,"RQM","1",15918,1388,3260
"2084",2016-09-01,"RQM","other",7187,49,0
"2085",2016-09-01,"RJ6","1",5885,911,1899
"2086",2016-09-01,"RJ6","other",3964,249,0
"2087",2016-09-01,"Y02696","other",773,0,0
"2088",2016-09-01,"NX122","other",2368,0,0
"2089",2016-09-01,"RVR","1",12184,353,2952
"2090",2016-09-01,"RVR","2",493,0,9
"2091",2016-09-01,"RJ1","1",12240,1745,3166
"2092",2016-09-01,"RJ1","2",801,0,0
"2093",2016-09-01,"RJ1","other",3052,1,0
"2094",2016-09-01,"Y03082","other",3629,0,0
"2095",2016-09-01,"RQX","1",10089,542,1552
"2096",2016-09-01,"RY9","other",4430,0,0
"2097",2016-09-01,"RYJ","1",9515,2595,3219
"2098",2016-09-01,"RYJ","2",3955,53,10
"2099",2016-09-01,"RYJ","other",10854,204,0
"2100",2016-09-01,"RJZ","1",16771,4042,4482
"2101",2016-09-01,"RJZ","2",2043,8,0
"2102",2016-09-01,"RJZ","other",5049,242,0
"2103",2016-09-01,"RAX","1",8796,759,1641
"2104",2016-09-01,"RAX","2",1056,1,0
"2105",2016-09-01,"RJ2","1",17094,2873,4715
"2106",2016-09-01,"RJ2","other",5629,218,0
"2107",2016-09-01,"R1K","1",11733,3227,5086
"2108",2016-09-01,"R1K","other",16458,85,0
"2109",2016-09-01,"RP6","2",8613,102,78
"2110",2016-09-01,"RAT","other",4685,22,0
"2111",2016-09-01,"RAP","1",13251,1633,2651
"2112",2016-09-01,"Y02973","other",738,0,0
"2113",2016-09-01,"AF003","other",577,0,0
"2114",2016-09-01,"AF002","other",656,0,0
"2115",2016-09-01,"RAL","1",18436,2626,3862
"2116",2016-09-01,"RAL","other",3318,0,0
"2117",2016-09-01,"Y03047","other",1829,0,0
"2118",2016-09-01,"RJ7","1",12699,1107,3704
"2119",2016-09-01,"RJ7","other",1562,0,0
"2120",2016-09-01,"F84747","other",2532,0,0
"2121",2016-09-01,"RAS","1",5222,1950,1744
"2122",2016-09-01,"RAS","other",8114,68,0
"2123",2016-09-01,"Y03094","other",3277,0,0
"2124",2016-09-01,"E84068","other",2809,0,0
"2125",2016-09-01,"RKE","1",8020,531,1205
"2126",2016-09-01,"RRV","1",11401,1492,2016
"2127",2016-09-01,"Y02147","other",9182,0,0
"2128",2016-09-01,"Y03201","other",2460,0,0
"2129",2016-09-01,"NL7","other",4401,0,0
"2130",2016-09-01,"RDD","1",11182,1080,2176
"2131",2016-09-01,"RC1","1",6068,568,1891
"2132",2016-09-01,"M85813","other",3040,0,0
"2133",2016-09-01,"RQ3","1",4740,201,1010
"2134",2016-09-01,"RJF","1",5287,784,1619
"2135",2016-09-01,"RJF","other",4403,0,5
"2136",2016-09-01,"RGT","1",9345,2677,2860
"2137",2016-09-01,"RGT","other",3453,5,21
"2138",2016-09-01,"RFS","1",6537,565,1868
"2139",2016-09-01,"NQ108","other",2789,4,0
"2140",2016-09-01,"RDE","1",7386,413,2526
"2141",2016-09-01,"Y03571","other",5549,43,0
"2142",2016-09-01,"Y02613","other",3761,0,0
"2143",2016-09-01,"RTG","1",11344,1957,3318
"2144",2016-09-01,"RTG","other",3747,0,0
"2145",2016-09-01,"RY8","other",5048,2,0
"2146",2016-09-01,"NNJ","other",1536,0,0
"2147",2016-09-01,"RWH","1",8891,2291,3011
"2148",2016-09-01,"RWH","other",4423,0,0
"2149",2016-09-01,"NAX","other",552,0,0
"2150",2016-09-01,"NQ106","other",674,0,0
"2151",2016-09-01,"RLT","1",6363,584,1091
"2152",2016-09-01,"NTPAL","other",1918,0,0
"2153",2016-09-01,"Y02662","other",1560,0,0
"2154",2016-09-01,"NEH06","other",2019,0,0
"2155",2016-09-01,"RR1","1",18682,2905,5709
"2156",2016-09-01,"RR1","other",3561,34,1235
"2157",2016-09-01,"RY4","other",1026,1,0
"2158",2016-09-01,"RQQ","1",3997,814,917
"2159",2016-09-01,"RGQ","1",7508,782,1990
"2160",2016-09-01,"RGQ","other",495,0,163
"2161",2016-09-01,"RGP","1",6446,759,1203
"2162",2016-09-01,"RNQ","1",7205,662,2387
"2163",2016-09-01,"C82038","other",480,0,0
"2164",2016-09-01,"RY5","other",13425,116,38
"2165",2016-09-01,"NJS05","other",3550,92,0
"2166",2016-09-01,"RC9","1",8298,102,2318
"2167",2016-09-01,"RC9","other",3326,0,0
"2168",2016-09-01,"C82009","other",426,0,0
"2169",2016-09-01,"NLO11","other",567,1,0
"2170",2016-09-01,"NLO09","other",530,0,0
"2171",2016-09-01,"RQ8","1",7926,1277,2128
"2172",2016-09-01,"RQ8","other",401,15,0
"2173",2016-09-01,"RD8","1",7178,671,1219
"2174",2016-09-01,"RD8","other",4380,5,0
"2175",2016-09-01,"RM1","1",9787,951,2452
"2176",2016-09-01,"RM1","other",1034,0,0
"2177",2016-09-01,"Y02646","other",4787,0,0
"2178",2016-09-01,"RGN","1",7872,1201,2167
"2179",2016-09-01,"RGN","other",797,1,1
"2180",2016-09-01,"RNS","1",8948,1069,2652
"2181",2016-09-01,"RNS","2",1005,5,0
"2182",2016-09-01,"NMH01","other",5518,0,0
"2183",2016-09-01,"NR3","other",4814,20,0
"2184",2016-09-01,"RX1","1",14328,3001,3805
"2185",2016-09-01,"RX1","2",1604,29,0
"2186",2016-09-01,"RX1","other",242,3,0
"2187",2016-09-01,"NLO10","other",2783,8,0
"2188",2016-09-01,"C82010","other",328,0,0
"2189",2016-09-01,"NLO12","other",306,0,0
"2190",2016-09-01,"Y02428","other",1929,0,0
"2191",2016-09-01,"RXK","1",14180,2020,2936
"2192",2016-09-01,"RXK","2",2146,31,27
"2193",2016-09-01,"RXK","other",2568,0,0
"2194",2016-09-01,"RK5","1",9138,604,2575
"2195",2016-09-01,"RK5","other",3176,24,2
"2196",2016-09-01,"RXW","1",10012,2131,2038
"2197",2016-09-01,"RXW","other",1493,0,0
"2198",2016-09-01,"R1D","2",467,0,0
"2199",2016-09-01,"R1D","other",2167,0,0
"2200",2016-09-01,"Y02568","other",3519,0,0
"2201",2016-09-01,"Y02615","other",5105,0,0
"2202",2016-09-01,"RJC","1",5230,279,1587
"2203",2016-09-01,"RJC","other",698,0,0
"2204",2016-09-01,"RAJ","1",8485,1661,2125
"2205",2016-09-01,"Y02961","other",3308,0,0
"2206",2016-09-01,"RNA","1",8612,677,2407
"2207",2016-09-01,"RNA","other",5750,0,0
"2208",2016-09-01,"RQW","1",8196,2258,1352
"2209",2016-09-01,"RQW","other",189,1,0
"2210",2016-09-01,"RCX","1",5325,191,1920
"2211",2016-09-01,"RL4","1",10999,1123,2556
"2212",2016-09-01,"RL4","other",7409,7,0
"2213",2016-09-01,"RWD","1",12673,2737,3392
"2214",2016-09-01,"RRK","1",9578,1751,2693
"2215",2016-09-01,"RKB","1",11266,1502,3835
"2216",2016-09-01,"RKB","2",1981,25,93
"2217",2016-09-01,"RKB","other",2325,8,5
"2218",2016-09-01,"RWE","1",12668,3818,3448
"2219",2016-09-01,"RWE","2",1816,31,8
"2220",2016-09-01,"RWE","other",5069,83,219
"2221",2016-09-01,"RJE","1",14011,3986,4183
"2222",2016-09-01,"RJE","2",423,0,0
"2223",2016-09-01,"RJE","other",4903,6,0
"2224",2016-09-01,"RBK","1",6159,1312,1854
"2225",2016-09-01,"RBK","other",3538,0,0
"2226",2016-09-01,"ATQ02","other",3690,0,0
"2227",2016-09-01,"RWG","1",7677,1723,2807
"2228",2016-09-01,"RWG","other",4224,38,0
"2229",2016-09-01,"RGR","1",5717,674,1979
"2230",2016-09-01,"RWP","1",9872,2721,2687
"2231",2016-09-01,"RWP","other",5915,0,0
"2232",2016-09-01,"R1A","2",734,0,0
"2233",2016-09-01,"RLQ","1",4570,1078,1045
"2234",2016-09-01,"RLQ","other",2772,0,0
"2235",2016-09-01,"REM","1",6937,2128,2130
"2236",2016-09-01,"REM","other",6755,0,0
"2237",2016-09-01,"RCF","1",4723,409,928
"2238",2016-09-01,"RBS","1",4625,173,1025
"2239",2016-09-01,"RFF","1",6962,369,1995
"2240",2016-09-01,"RXL","1",7332,1769,1927
"2241",2016-09-01,"RXL","other",9308,7,0
"2242",2016-09-01,"RMC","1",9293,1201,2177
"2243",2016-09-01,"RAE","1",11070,1308,2778
"2244",2016-09-01,"NNF09","other",1143,0,0
"2245",2016-09-01,"RY2","other",7697,86,0
"2246",2016-09-01,"RWY","1",12911,725,2489
"2247",2016-09-01,"NTP08","other",3651,0,0
"2248",2016-09-01,"RW3","1",12756,1928,3787
"2249",2016-09-01,"RW3","2",3706,7,164
"2250",2016-09-01,"RW3","other",10129,21,150
"2251",2016-09-01,"RLN","1",7076,708,2725
"2252",2016-09-01,"RLN","2",2254,12,32
"2253",2016-09-01,"RLN","other",2500,3,0
"2254",2016-09-01,"RJR","1",6246,766,1600
"2255",2016-09-01,"RJR","other",624,1,0
"2256",2016-09-01,"RXP","1",10859,1077,3079
"2257",2016-09-01,"RXP","other",12411,0,0
"2258",2016-09-01,"RNN","other",1276,9,0
"2259",2016-09-01,"RP5","1",11409,840,3305
"2260",2016-09-01,"RP5","other",2894,0,290
"2261",2016-09-01,"RJN","1",4140,680,977
"2262",2016-09-01,"RJN","other",329,0,0
"2263",2016-09-01,"RXR","1",9259,2181,3204
"2264",2016-09-01,"RXR","other",5782,421,43
"2265",2016-09-01,"NNF28","other",456,0,0
"2266",2016-09-01,"RR7","1",7239,315,1545
"2267",2016-09-01,"RR7","other",2117,1,0
"2268",2016-09-01,"RCD","1",4015,185,857
"2269",2016-09-01,"RCD","other",931,0,0
"2270",2016-09-01,"RWA","1",11011,1635,1587
"2271",2016-09-01,"RWA","other",1368,0,0
"2272",2016-09-01,"RV9","other",1804,2,0
"2273",2016-09-01,"RXN","1",7527,1119,1793
"2274",2016-09-01,"RXN","other",3247,17,99
"2275",2016-09-01,"Y01231","other",2489,0,0
"2276",2016-09-01,"RR8","1",17863,2024,6265
"2277",2016-09-01,"RR8","other",2227,0,0
"2278",2016-09-01,"Y02875","other",3686,0,0
"2279",2016-09-01,"RY1","other",1948,0,0
"2280",2016-09-01,"REP","2",1164,8,120
"2281",2016-09-01,"Y01069","other",2806,0,0
"2282",2016-09-01,"RBT","1",5235,571,1900
"2283",2016-09-01,"RBT","other",2052,0,0
"2284",2016-09-01,"RXF","1",19679,3083,4321
"2285",2016-09-01,"RNL","1",7804,887,1922
"2286",2016-09-01,"RVW","1",6016,386,1612
"2287",2016-09-01,"RVW","other",1834,2,3
"2288",2016-09-01,"RTV","other",1739,0,0
"2289",2016-09-01,"NLO01","other",5825,40,0
"2290",2016-09-01,"RJL","1",11207,981,2463
"2291",2016-09-01,"RJL","other",1647,3,0
"2292",2016-09-01,"RTF","1",14706,738,3960
"2293",2016-09-01,"RTF","other",2181,4,1
"2294",2016-09-01,"RW6","1",22098,3871,4625
"2295",2016-09-01,"RW6","other",4081,135,122
"2296",2016-09-01,"RT2","other",4846,1,0
"2297",2016-09-01,"RQ6","1",7619,2113,2105
"2298",2016-09-01,"RQ6","2",1891,9,55
"2299",2016-09-01,"RQ6","other",10282,0,0
"2300",2016-09-01,"RM3","1",8252,661,2696
"2301",2016-09-01,"RCU","1",4482,70,635
"2302",2016-09-01,"RHQ","1",9270,1298,2646
"2303",2016-09-01,"RHQ","2",1199,1,0
"2304",2016-09-01,"RHQ","other",6544,0,0
"2305",2016-09-01,"RTR","1",10703,571,1920
"2306",2016-09-01,"RTR","other",5247,0,26
"2307",2016-09-01,"RE9","1",4952,403,1222
"2308",2016-09-01,"RE9","other",678,4,0
"2309",2016-09-01,"RVY","1",6436,953,1875
"2310",2016-09-01,"RVY","other",4839,6,0
"2311",2016-09-01,"RBN","1",8493,1728,3252
"2312",2016-09-01,"RBN","other",5449,16,0
"2313",2016-09-01,"RWJ","1",8008,2309,2270
"2314",2016-09-01,"RMP","1",7110,1224,1710
"2315",2016-09-01,"RTD","1",10138,536,2255
"2316",2016-09-01,"RTD","2",1739,18,24
"2317",2016-09-01,"RTD","other",4176,0,3
"2318",2016-09-01,"RFR","1",6439,466,1302
"2319",2016-09-01,"RM2","1",8183,426,2575
"2320",2016-09-01,"RTX","1",7384,1556,2053
"2321",2016-09-01,"RTX","other",1573,64,98
"2322",2016-09-01,"RWW","1",6729,533,2610
"2323",2016-09-01,"RWW","other",3582,8,0
"2324",2016-09-01,"RY7","other",4993,8,0
"2325",2016-09-01,"RBL","1",7832,1108,2334
"2326",2016-09-01,"RBL","other",2202,3,0
"2327",2016-09-01,"AJN","other",1762,0,0
"2328",2016-09-01,"RRF","1",7256,584,1809
"2329",2016-09-01,"RCB","1",9121,1451,3272
"2330",2016-09-01,"RCB","other",7250,35,0
"2331",2016-09-01,"RTK","1",8165,940,1957
"2332",2016-09-01,"RTK","other",1406,0,0
"2333",2016-09-01,"Y02688","other",3034,0,0
"2334",2016-09-01,"NQT10","other",3166,0,0
"2335",2016-09-01,"RWX","other",5578,0,0
"2336",2016-09-01,"RXH","1",12501,2216,3261
"2337",2016-09-01,"RXH","2",1135,0,19
"2338",2016-09-01,"NLW","other",5073,79,0
"2339",2016-09-01,"RXQ","1",6932,932,2867
"2340",2016-09-01,"RXQ","2",1284,0,482
"2341",2016-09-01,"RXQ","other",3675,26,0
"2342",2016-09-01,"Y00058","other",2576,6,0
"2343",2016-09-01,"NLT02","other",1291,0,0
"2344",2016-09-01,"RJ8","other",9635,13,2
"2345",2016-09-01,"RN7","1",8390,768,2301
"2346",2016-09-01,"RN7","other",1793,2,0
"2347",2016-09-01,"RBD","1",3686,260,1275
"2348",2016-09-01,"RDY","other",5883,11,0
"2349",2016-09-01,"RVV","1",12873,2811,3150
"2350",2016-09-01,"RVV","other",5033,17,1161
"2351",2016-09-01,"RXC","1",9470,1846,2435
"2352",2016-09-01,"RDU","1",19981,829,6141
"2353",2016-09-01,"R1J","other",6129,26,2
"2354",2016-09-01,"RTE","1",11303,1250,3457
"2355",2016-09-01,"RN3","1",6865,1245,2203
"2356",2016-09-01,"RN3","other",5360,38,0
"2357",2016-09-01,"RN5","1",9023,1026,2206
"2358",2016-09-01,"RN5","other",1294,0,0
"2359",2016-09-01,"NDA57","other",739,6,0
"2360",2016-09-01,"R1F","1",3634,743,800
"2361",2016-09-01,"R1F","other",1612,0,0
"2362",2016-09-01,"RYY","other",10978,3,0
"2363",2016-09-01,"NR5","other",3961,0,0
"2364",2016-09-01,"RWF","1",11939,1499,3355
"2365",2016-09-01,"RWF","other",2165,0,0
